Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
San Matteo Pizza Espresso Bar;1739 2nd Ave;New York City, NY 10128-3502; Italian, Pizza, Vegetarian Friendly;4.5;370 reviews;+1 212-426-6943;https://www.tripadvisor.com//Restaurant_Review-g60763-d2256319-Reviews-San_Matteo_Pizza_Espresso_Bar-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
The Birch Door;4192 Meridian St;Bellingham, WA 98226-5515; American, Cafe, Vegetarian Friendly;4.5;127 reviews;+1 360-306-8598;https://www.tripadvisor.com//Restaurant_Review-g58350-d12678068-Reviews-The_Birch_Door-Bellingham_Washington.html;http://www.birchdoorcafe.com/menus/BDC_Menu_11-07-18.pdf;$$ - $$$;Bellingham
Dai-Kichi;608 Valley Rd;Montclair, NJ 07043-1420; Japanese, Sushi, Asian;4.5;65 reviews;+1 973-744-2954;https://www.tripadvisor.com//Restaurant_Review-g46637-d915085-Reviews-Dai_Kichi-Montclair_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Montclair
Mulino's of Westchester;99 Court St;White Plains, NY 10601-4220; Italian, Vegetarian Friendly, Vegan Options;4.5;290 reviews;+1 914-761-1818;https://www.tripadvisor.com//Restaurant_Review-g48883-d542932-Reviews-Mulino_s_of_Westchester-White_Plains_New_York.html;Check The Website for a Menu;$$$$;White Plains
Robard's Steakhouse;2301 N Millbend Dr;The Woodlands, TX 77380-1360; American, Steakhouse, Gluten Free Options;4.5;194 reviews;+1 281-364-6400;https://www.tripadvisor.com//Restaurant_Review-g56764-d7206760-Reviews-Robard_s_Steakhouse-The_Woodlands_Texas.html;Check The Website for a Menu;$$$$;The Woodlands
Aspen Creek Grill;3012 West Loop 289;Lubbock, TX 79407; American, Bar, Vegetarian Friendly;4;123 reviews;+1 806-553-7930;https://www.tripadvisor.com//Restaurant_Review-g56208-d9789459-Reviews-Aspen_Creek_Grill-Lubbock_Texas.html;Check The Website for a Menu;$$ - $$$;Lubbock
SottoCasa Pizzeria;227 Lenox Ave;New York City, NY 10027-6542; Pizza, Neapolitan, Campania;4.5;406 reviews;+1 646-928-4870;https://www.tripadvisor.com//Restaurant_Review-g60763-d10165896-Reviews-SottoCasa_Pizzeria-New_York_City_New_York.html;https://sottocasanyc.com/harlem/;$$ - $$$;New York City
Anthony's Homeport;1722 W Marine View Dr;Everett, WA 98201-2087; American, Seafood, Soups;4.5;513 reviews;+1 425-252-3333;https://www.tripadvisor.com//Restaurant_Review-g58466-d3198388-Reviews-Anthony_s_Homeport-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
Modern Malt;325 S Clinton St;Syracuse, NY 13202-1219; American, Diner, Gastropub;4;215 reviews;+1 315-471-6258;https://www.tripadvisor.com//Restaurant_Review-g48713-d7694489-Reviews-Modern_Malt-Syracuse_Finger_Lakes_New_York.html;http://eatdrinkmalt.com/pages/our-menus;$$ - $$$;Syracuse
Pioneer Restaurant;306 109th St;Arlington, TX 76011-6862; American, Cafe, Diner;4.5;127 reviews;+1 817-633-4433;https://www.tripadvisor.com//Restaurant_Review-g30183-d604899-Reviews-Pioneer_Restaurant-Arlington_Texas.html;Check The Website for a Menu;$;Arlington
Le Bernardin;155 W 51st St;New York City, NY 10019-6019; French, Vegetarian Friendly, Gluten Free Options;4.5;3,444 reviews;+1 212-554-1515;https://www.tripadvisor.com//Restaurant_Review-g60763-d424434-Reviews-Le_Bernardin-New_York_City_New_York.html;Check The Website for a Menu;$$$$;New York City
Eddie F's Eatery;119 Clinton St;Saratoga Springs, NY 12866-1303; American, Seafood;4.5;80 reviews;+1 518-450-7830;https://www.tripadvisor.com//Restaurant_Review-g48562-d10771926-Reviews-Eddie_F_s_Eatery-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Waterstreet Cafe and Bar;610 Water St SW;Olympia, WA 98501-1025; American, Contemporary, Vegetarian Friendly;4;138 reviews;+1 360-709-9090;https://www.tripadvisor.com//Restaurant_Review-g58653-d1382924-Reviews-Waterstreet_Cafe_and_Bar-Olympia_Washington.html;Check The Website for a Menu;$$ - $$$;Olympia
Denino's Pizzeria & Tavern;524 Port Richmond Ave;Staten Island, NY 10302-1721; Italian, Pizza, Vegetarian Friendly;4.5;805 reviews;+1 718-442-9401;https://www.tripadvisor.com//Restaurant_Review-g48682-d444317-Reviews-Denino_s_Pizzeria_Tavern-Staten_Island_New_York.html;Check The Website for a Menu;$$ - $$$;Staten Island
Sugar Shack Cafe;213 1/2 Main St;Huntington Beach, CA 92648-5127; American, Cafe, Vegetarian Friendly;4.5;1,021 reviews;+1 714-536-0355;https://www.tripadvisor.com//Restaurant_Review-g32513-d468005-Reviews-Sugar_Shack_Cafe-Huntington_Beach_California.html;Check The Website for a Menu;$;Huntington Beach
Famous Burger & Teriyaki Sandwich;401 W Lincoln Ave;Yakima, WA 98902-2657; Asian, Vegetarian Friendly;4.5;53 reviews;+1 509-853-3222;https://www.tripadvisor.com//Restaurant_Review-g58838-d3808202-Reviews-Famous_Burger_Teriyaki_Sandwich-Yakima_Washington.html;Check The Website for a Menu;$;Yakima
El Rancho Inn-Steak & Lobster;1457 E Mariposa Rd;Stockton, CA 95205-7727; American, Steakhouse, Seafood;4.5;56 reviews;+1 209-467-1529;https://www.tripadvisor.com//Restaurant_Review-g33130-d947707-Reviews-El_Rancho_Inn_Steak_Lobster-Stockton_California.html;Check The Website for a Menu;$$$$;Stockton
Spring Creek Barbeque;270 N Central Expy;Richardson, TX 75080-5305; American, Barbecue;4;249 reviews;+1 972-669-0505;https://www.tripadvisor.com//Restaurant_Review-g56538-d464612-Reviews-Spring_Creek_Barbeque-Richardson_Texas.html;Check The Website for a Menu;$$ - $$$;Richardson
Savor;28 Old Falls St;Niagara Falls, NY 14303-1280; American, Vegetarian Friendly, Vegan Options;4.5;337 reviews;+1 716-210-2580;https://www.tripadvisor.com//Restaurant_Review-g48261-d3747142-Reviews-Savor-Niagara_Falls_New_York.html;Check The Website for a Menu;$$ - $$$;Niagara Falls
Texas Roadhouse;4810 S Loop 289;Lubbock, TX 79414-4798; American, Steakhouse, Gluten Free Options;4;198 reviews;+1 806-799-9900;https://www.tripadvisor.com//Restaurant_Review-g56208-d808895-Reviews-Texas_Roadhouse-Lubbock_Texas.html;http://www.texasroadhouse.com/menu;$$ - $$$;Lubbock
Pizza Rock;1020 K St;Sacramento, CA 95814-3804; Pizza, Italian, Vegetarian Friendly;4;213 reviews;+1 916-737-5777;https://www.tripadvisor.com//Restaurant_Review-g32999-d2214247-Reviews-Pizza_Rock-Sacramento_California.html;Check The Website for a Menu;$$ - $$$;Sacramento
Tropicana Diner;537-545 Morris Avenue;Elizabeth, NJ 07208-1985; American, Diner, Vegetarian Friendly;4.5;47 reviews;+1 908-351-7775;https://www.tripadvisor.com//Restaurant_Review-g46414-d3195509-Reviews-Tropicana_Diner-Elizabeth_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Elizabeth
Bob's Steak & Chop House;5760 Legacy Dr;Plano, TX 75024-7102; American, Steakhouse, Gluten Free Options;4.5;266 reviews;+1 972-608-2627;https://www.tripadvisor.com//Restaurant_Review-g56463-d464998-Reviews-Bob_s_Steak_Chop_House-Plano_Texas.html;Check The Website for a Menu;$$$$;Plano
The Fountain Cafe;920 Washington St;Port Townsend, WA 98368-5722; American, Cafe, International;4.5;640 reviews;+1 360-385-1364;https://www.tripadvisor.com//Restaurant_Review-g58687-d519277-Reviews-The_Fountain_Cafe-Port_Townsend_Washington.html;Check The Website for a Menu;$$ - $$$;Port Townsend
The Lost Cajun- San Antonio Embassy;226 W Bitters Rd Suite 120;San Antonio, TX 78216-2072; Cajun & Creole, Seafood, American;4.5;94 reviews;+1 210-549-0135;https://www.tripadvisor.com//Restaurant_Review-g60956-d15071188-Reviews-The_Lost_Cajun_San_Antonio_Embassy-San_Antonio_Texas.html;http://thelostcajun.com/sites/default/files/N44236%2520San%2520Antonio%2520Embassy%2520MENU_0.pdf;$$ - $$$;San Antonio
Cope's Knotty Pine Cafe;1530 Norris Rd;Bakersfield, CA 93308-2263; American, Diner, Cafe;4.5;142 reviews;+1 661-399-0120;https://www.tripadvisor.com//Restaurant_Review-g32037-d1154639-Reviews-Cope_s_Knotty_Pine_Cafe-Bakersfield_California.html;Check The Website for a Menu;$;Bakersfield
Bella On Houston;204 E Houston St;San Antonio, TX 78205-1815; Italian, Mediterranean, European;4.5;1,063 reviews;+1 210-404-2355;https://www.tripadvisor.com//Restaurant_Review-g60956-d469768-Reviews-Bella_On_Houston-San_Antonio_Texas.html;https://www.bellaonhouston.com/menus/menu_dinner.pdf;$$$$;San Antonio
Lemon Ice King of Corona;5202 108th St;Corona, NY 11368-3303; Dessert, Vegan Options;4.5;225 reviews;+1 718-699-5133;https://www.tripadvisor.com//Restaurant_Review-g47542-d523343-Reviews-Lemon_Ice_King_of_Corona-Corona_Queens_New_York.html;Check The Website for a Menu;$;Corona
Anthony's At Point Defiance;5910 N Waterfront Dr;Tacoma, WA 98407-6521; American, Seafood, Soups;4;378 reviews;+1 253-752-9700;https://www.tripadvisor.com//Restaurant_Review-g58775-d463511-Reviews-Anthony_s_At_Point_Defiance-Tacoma_Washington.html;Check The Website for a Menu;$$ - $$$;Tacoma
Guy Fieri's Chophouse;1900 Pacific Ave;Atlantic City, NJ 08401-6714; American, Steakhouse, Bar;4;741 reviews;+1 609-340-2350;https://www.tripadvisor.com//Restaurant_Review-g29750-d6678535-Reviews-Guy_Fieri_s_Chophouse-Atlantic_City_New_Jersey.html;https://www.caesars.com/ballys-ac/restaurants/guy-fieris-chophouse#.W-m6-NVKjcs;$$$$;Atlantic City
Pappadeaux;Hwy 281;McAllen, TX; Seafood, American, Gluten Free Options;4.5;98 reviews;+1 956-783-1471;https://www.tripadvisor.com//Restaurant_Review-g56255-d4557284-Reviews-Pappadeaux-McAllen_Texas.html;https://pappadeaux.com/menu/;$$ - $$$;McAllen
Karavalli - Regional Cuisine of India;47 Caroline St;Saratoga Springs, NY 12866-3230; Indian, Vegan Options, Gluten Free Options;4.5;179 reviews;+1 518-580-1144;https://www.tripadvisor.com//Restaurant_Review-g48562-d916335-Reviews-Karavalli_Regional_Cuisine_of_India-Saratoga_Springs_New_York.html;https://www.mealeo.com/menu?restlink=/saratoga-springs/karavalli-saratoga-springs;$$ - $$$;Saratoga Springs
Uchi Dallas;2817 Maple Ave;Dallas, TX 75201-1403; Japanese, Sushi, Asian;4.5;267 reviews;+1 214-855-5454;https://www.tripadvisor.com//Restaurant_Review-g55711-d8396561-Reviews-Uchi_Dallas-Dallas_Texas.html;https://uchidallas.com/menu/;$$$$;Dallas
Taste of Thai Express;209 S Meadow St;Ithaca, NY 14850-5213; Asian, Thai, Vegetarian Friendly;4;231 reviews;+1 607-272-8424;https://www.tripadvisor.com//Restaurant_Review-g47958-d485882-Reviews-Taste_of_Thai_Express-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Valenca;665 Monroe Ave;Elizabeth, NJ 07201-1638; Seafood, European, Portuguese;4.5;526 reviews;+1 908-354-4024;https://www.tripadvisor.com//Restaurant_Review-g46414-d1047679-Reviews-Valenca-Elizabeth_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Elizabeth
John Henry's Cafe;1785 E Tahquitz Canyon Way;Palm Springs, Greater Palm Springs, CA 92262-7101; American, Vegetarian Friendly, Vegan Options;4;411 reviews;+1 760-327-7667;https://www.tripadvisor.com//Restaurant_Review-g32847-d469205-Reviews-John_Henry_s_Cafe-Palm_Springs_Greater_Palm_Springs_California.html;Check The Website for a Menu;$$ - $$$;Palm Springs
SMACKY'S ON BROADWAY;6415 E Broadway Ave;Spokane Valley, WA 99212-1036; American, Vegetarian Friendly;4.5;43 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g1784998-d3333365-Reviews-SMACKY_S_ON_BROADWAY-Spokane_Valley_Washington.html;Check The Website for a Menu;$;Spokane Valley
Charlies Restaurant & Lounge;113 E Main;Puyallup, WA 98372-3250; American, Vegetarian Friendly;4;60 reviews;+1 253-845-0588;https://www.tripadvisor.com//Restaurant_Review-g58693-d1957456-Reviews-Charlies_Restaurant_Lounge-Puyallup_Washington.html;Check The Website for a Menu;$$ - $$$;Puyallup
Brazen Fox;175 Mamaroneck Ave;White Plains, NY 10601-5302; Bar, Pub, American;4;101 reviews;+1 914-358-5911;https://www.tripadvisor.com//Restaurant_Review-g48883-d1427268-Reviews-Brazen_Fox-White_Plains_New_York.html;Check The Website for a Menu;$$ - $$$;White Plains
Daniel;60 East 65th Street;New York City, NY 10065-7056; French, Vegetarian Friendly, Vegan Options;4.5;3,274 reviews;212 288 0033;https://www.tripadvisor.com//Restaurant_Review-g60763-d457808-Reviews-Daniel-New_York_City_New_York.html;Check The Website for a Menu;$$$$;New York City
Olive Pit Grill;16365 Bolsa Chica St;Huntington Beach, CA 92649-2664; Mediterranean, Greek, Middle Eastern;4.5;84 reviews;+1 714-316-5000;https://www.tripadvisor.com//Restaurant_Review-g32513-d2066929-Reviews-Olive_Pit_Grill-Huntington_Beach_California.html;Check The Website for a Menu;$$ - $$$;Huntington Beach
Piccola Cucina;184 Prince St;New York City, NY 10012-2979; Italian, European, Sicilian;4.5;1,045 reviews;+1 212-625-3200;https://www.tripadvisor.com//Restaurant_Review-g60763-d1731141-Reviews-Piccola_Cucina-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
Heathen Brewing Feral Public House;1109 Washington St;Vancouver, WA 98660-2921; American, Bar, Pub;4.5;108 reviews;+1 360-836-5255;https://www.tripadvisor.com//Restaurant_Review-g60820-d8496282-Reviews-Heathen_Brewing_Feral_Public_House-Vancouver_Washington.html;https://heathenbrewing.com/feral-public-house/menu/;$$ - $$$;Vancouver
Glenwood Pines Restaurant;1213 Taughannock Blvd;Ithaca, NY 14850-9555; American, Bar, Pub;4;245 reviews;+1 607-273-3709;https://www.tripadvisor.com//Restaurant_Review-g47958-d475536-Reviews-Glenwood_Pines_Restaurant-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Baker's Water Street Bar & Grille;4 Robbins Pkwy;Toms River, NJ 08753-7622; American, Bar, Seafood;3.5;332 reviews;+1 732-240-4800;https://www.tripadvisor.com//Restaurant_Review-g46870-d2695455-Reviews-Baker_s_Water_Street_Bar_Grille-Toms_River_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Toms River
Eddie V's Prime Seafood;2800 Kirby Dr;Houston, TX 77098-1273; Steakhouse, Gluten Free Options;4.5;180 reviews;+1 713-874-1800;https://www.tripadvisor.com//Restaurant_Review-g56003-d1993540-Reviews-Eddie_V_s_Prime_Seafood-Houston_Texas.html;Check The Website for a Menu;$$$$;Houston
Fire Slice Pizzeria;7306 SW 34th, Space 10;Amarillo, TX 79121; Italian, Pizza, Vegetarian Friendly;4.5;155 reviews;+1 806-331-2232;https://www.tripadvisor.com//Restaurant_Review-g30165-d2470463-Reviews-Fire_Slice_Pizzeria-Amarillo_Texas.html;https://fireslice.com/eat;$$ - $$$;Amarillo
La Fusta Restaurant and Steak House;8032 Baxter Ave;Elmhurst, NY 11373-1325; Latin, Argentinean, Steakhouse;4.5;58 reviews;+1 718-429-8222;https://www.tripadvisor.com//Restaurant_Review-g47681-d813068-Reviews-La_Fusta_Restaurant_and_Steak_House-Elmhurst_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Elmhurst
Amaya Indian Cuisine;1900 Clinton Ave S;Rochester, NY 14618-5621; Indian, Vegetarian Friendly, Vegan Options;4.5;200 reviews;+1 585-241-3223;https://www.tripadvisor.com//Restaurant_Review-g48503-d2346056-Reviews-Amaya_Indian_Cuisine-Rochester_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Rochester
Villa Borghese III;475 Washington Blvd;Jersey City, NJ 07310-2118; Seafood, Italian, Pizza;4;130 reviews;+1 201-420-4823;https://www.tripadvisor.com//Restaurant_Review-g46531-d3296983-Reviews-Villa_Borghese_III-Jersey_City_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Jersey City
Turtle & the Wolf;622 Valley Rd;Montclair, NJ 07043-1420; American, Contemporary, Vegetarian Friendly;4.5;67 reviews;+1 973-783-9800;https://www.tripadvisor.com//Restaurant_Review-g46637-d8726950-Reviews-Turtle_the_Wolf-Montclair_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Montclair
La Riviera Trattoria;421 Piaget Ave;Clifton, NJ 07011-3002; Italian, Vegetarian Friendly, Vegan Options;4.5;114 reviews;+1 973-478-4181;https://www.tripadvisor.com//Restaurant_Review-g46365-d1984124-Reviews-La_Riviera_Trattoria-Clifton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Clifton
Fire & Oak - Jersey City;479 Washington Blvd;Jersey City, NJ 07310-1972; American, Bar, Vegetarian Friendly;4;372 reviews;+1 201-610-9610;https://www.tripadvisor.com//Restaurant_Review-g46531-d1455328-Reviews-Fire_Oak_Jersey_City-Jersey_City_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Jersey City
Maggiano's Little Italy;6001 W Park Blvd;Plano, TX 75093-4301; Italian, Vegan Options, Vegetarian Friendly;4;274 reviews;+1 972-781-0776;https://www.tripadvisor.com//Restaurant_Review-g56463-d465162-Reviews-Maggiano_s_Little_Italy-Plano_Texas.html;Check The Website for a Menu;$$ - $$$;Plano
Sam's of Gedney Way;50 Gedney Way;White Plains, NY 10605-2518; American, Vegetarian Friendly, Vegan Options;4.5;192 reviews;+1 914-949-0978;https://www.tripadvisor.com//Restaurant_Review-g48883-d458248-Reviews-Sam_s_of_Gedney_Way-White_Plains_New_York.html;Check The Website for a Menu;$$ - $$$;White Plains
Piccolo Sogno;19514 47th Ave;Flushing, NY 11358-3910; Pizza, Italian, Sicilian;4.5;80 reviews;+1 718-224-1717;https://www.tripadvisor.com//Restaurant_Review-g47729-d1672597-Reviews-Piccolo_Sogno-Flushing_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Flushing
WildFin American Grill;5115 Grand Loop;Tacoma, WA 98407-3180; American, Bar, Seafood;4;289 reviews;+1 253-267-1772;https://www.tripadvisor.com//Restaurant_Review-g58775-d9756769-Reviews-WildFin_American_Grill-Tacoma_Washington.html;https://www.wildfinamericangrill.com/eat-drink/junior-menu/;$$ - $$$;Tacoma
Vonda's Kitchen;183 W Kinney St;Newark, NJ 07103-4116; American;4;39 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g46671-d3943968-Reviews-Vonda_s_Kitchen-Newark_New_Jersey.html;https://www.vondaskitchennj.com/menu;$$ - $$$;Newark
The Guenther House Restaurant;205 E Guenther;San Antonio, TX 78204-1404; American, Vegetarian Friendly, Vegan Options;4.5;1,333 reviews;+1 210-227-1061;https://www.tripadvisor.com//Restaurant_Review-g60956-d437236-Reviews-The_Guenther_House_Restaurant-San_Antonio_Texas.html;Check The Website for a Menu;$$ - $$$;San Antonio
Shawn O'Donnell's American Grill and Irish Pub;122 128th St SE;Everett, WA 98208-6336; American, Irish, Bar;4.5;358 reviews;+1 425-338-5700;https://www.tripadvisor.com//Restaurant_Review-g58466-d822078-Reviews-Shawn_O_Donnell_s_American_Grill_and_Irish_Pub-Everett_Washington.html;https://docs.wixstatic.com/ugd/580208_6c31469f654b46d8afb475c9ff22e236.pdf;$$ - $$$;Everett
Fogo de Chao Brazilian Steakhouse;1900 Hughes Landing Blvd.;The Woodlands, TX 77380; Barbecue, Brazilian, Vegetarian Friendly;4.5;614 reviews;+1 281-298-4200;https://www.tripadvisor.com//Restaurant_Review-g56764-d8760019-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-The_Woodlands_Texas.html;Check The Website for a Menu;$$ - $$$;The Woodlands
Panera Bread;2107 South 320th Street;Federal Way, WA 98003; American, Soups, Cafe;4;42 reviews;+1 253-839-2499;https://www.tripadvisor.com//Restaurant_Review-g58471-d5082791-Reviews-Panera_Bread-Federal_Way_Washington.html;https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html;$$ - $$$;Federal Way
The Plaza Restaurant;2101 S Soncy Rd;Amarillo, TX 79124-2157; Mexican, Southwestern, Vegetarian Friendly;4.5;314 reviews;+1 806-358-4897;https://www.tripadvisor.com//Restaurant_Review-g30165-d3225062-Reviews-The_Plaza_Restaurant-Amarillo_Texas.html;https://www.theplazarestaurant.com/menu/;$$ - $$$;Amarillo
Ship Bottom Shellfish;1721 Long Beach Blvd;Ship Bottom, Long Beach Island, NJ 08008-4442; American, Seafood, Gluten Free Options;4.5;284 reviews;+1 609-494-0088;https://www.tripadvisor.com//Restaurant_Review-g46818-d535262-Reviews-Ship_Bottom_Shellfish-Ship_Bottom_Long_Beach_Island_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Ship Bottom
Hudson Grille;165 Mamaroneck Ave;White Plains, NY 10601-5302; American, Bar, Vegetarian Friendly;4;191 reviews;+1 914-997-2000;https://www.tripadvisor.com//Restaurant_Review-g48883-d2022552-Reviews-Hudson_Grille-White_Plains_New_York.html;Check The Website for a Menu;$$ - $$$;White Plains
Civile E Tornato;154 Main St;Metuchen, NJ 08840-2746; Italian;4;43 reviews;+1 732-662-9982;https://www.tripadvisor.com//Restaurant_Review-g46616-d4274365-Reviews-Civile_E_Tornato-Metuchen_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Metuchen
Lucille's Smokehouse BBQ;21540 Hawthorne Blvd Ste 401B;Torrance, CA 90503-5733; American, Bar, Barbecue;4;308 reviews;+1 310-370-7427;https://www.tripadvisor.com//Restaurant_Review-g33182-d794278-Reviews-Lucille_s_Smokehouse_BBQ-Torrance_California.html;Check The Website for a Menu;$$ - $$$;Torrance
California Pizza Kitchen;321 W Katella Ave;Anaheim, CA 92802-3612; American, Pizza, Vegetarian Friendly;4;531 reviews;+1 714-991-0305;https://www.tripadvisor.com//Restaurant_Review-g29092-d1762962-Reviews-California_Pizza_Kitchen-Anaheim_California.html;Check The Website for a Menu;$$ - $$$;Anaheim
Yakima Sports Center;214 E Yakima Ave;Yakima, WA 98901; Bar, Pub, American;4;68 reviews;+1 509-453-4647;https://www.tripadvisor.com//Restaurant_Review-g58838-d1641300-Reviews-Yakima_Sports_Center-Yakima_Washington.html;https://sportscenteryakima.com/menu/;$$ - $$$;Yakima
Brunos;1652 Ocean Ave;Santa Monica, CA 90401-3212; Italian, Pizza, Vegetarian Friendly;4.5;372 reviews;+1 310-395-5589;https://www.tripadvisor.com//Restaurant_Review-g33052-d447876-Reviews-Brunos-Santa_Monica_California.html;Check The Website for a Menu;$$ - $$$;Santa Monica
Jake's Steakhouse;6031 Broadway;Bronx, NY 10471-4102; American, Steakhouse, Gluten Free Options;4;118 reviews;+1 718-581-0182;https://www.tripadvisor.com//Restaurant_Review-g47369-d458354-Reviews-Jake_s_Steakhouse-Bronx_New_York.html;Check The Website for a Menu;$$$$;Bronx
Bangkok Tokyo;2413 S Western St Unit A;Amarillo, TX 79109-1554; Sushi, Asian, Thai;4.5;111 reviews;+1 806-353-4777;https://www.tripadvisor.com//Restaurant_Review-g30165-d412033-Reviews-Bangkok_Tokyo-Amarillo_Texas.html;Check The Website for a Menu;$$ - $$$;Amarillo
Raimondo's;1101 Long Beach Blvd;Ship Bottom, Long Beach Island, NJ 08008-4503; Italian, Gluten Free Options;4;206 reviews;+1 609-494-5391;https://www.tripadvisor.com//Restaurant_Review-g46818-d438812-Reviews-Raimondo_s-Ship_Bottom_Long_Beach_Island_New_Jersey.html;Check The Website for a Menu;$$$$;Ship Bottom
Thai Elephant;6030 W Clearwater Ave;Kennewick, WA 99336-5306; Asian, Thai, Vegetarian Friendly;4.5;50 reviews;+1 509-396-9152;https://www.tripadvisor.com//Restaurant_Review-g58536-d5083773-Reviews-Thai_Elephant-Kennewick_Tri_Cities_Washington.html;Check The Website for a Menu;$$ - $$$;Kennewick
Rib Hut;2612 N Mesa St;El Paso, TX 79902-3130; American, Southwestern, Bar;4;113 reviews;+1 915-532-7427;https://www.tripadvisor.com//Restaurant_Review-g60768-d404966-Reviews-Rib_Hut-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Garlic Brothers;6629 Embarcadero Dr;Stockton, CA 95219-3329; Bar, American;4;115 reviews;+1 209-474-6585;https://www.tripadvisor.com//Restaurant_Review-g33130-d1637756-Reviews-Garlic_Brothers-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
Dock's Oyster House;2405 Atlantic Ave;Atlantic City, NJ 08401-6630; American, Seafood, Vegetarian Friendly;4.5;1,599 reviews;+1 609-345-0092;https://www.tripadvisor.com//Restaurant_Review-g29750-d491036-Reviews-Dock_s_Oyster_House-Atlantic_City_New_Jersey.html;Check The Website for a Menu;$$$$;Atlantic City
Dave's Bar and Grill;12124 E Sprague Ave;Spokane Valley, WA 99206-5147; American, Bar, Pub;4.5;170 reviews;+1 509-926-9640;https://www.tripadvisor.com//Restaurant_Review-g1784998-d2343847-Reviews-Dave_s_Bar_and_Grill-Spokane_Valley_Washington.html;Check The Website for a Menu;$;Spokane Valley
Ikko Japanese Steak House;107 Brick Plz;Brick, NJ 08723-4041; Japanese, Sushi, Asian;4.5;263 reviews;+1 732-477-6077;https://www.tripadvisor.com//Restaurant_Review-g46321-d1507125-Reviews-Ikko_Japanese_Steak_House-Brick_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Brick
The Boatyard Grill;525 Taughannock Blvd;Ithaca, NY 14850-3234; American, Bar, Seafood;4;1,094 reviews;+1 607-256-2628;https://www.tripadvisor.com//Restaurant_Review-g47958-d450783-Reviews-The_Boatyard_Grill-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Tahoe Joe's Famous Steakhouse;9000 Ming Ave;Bakersfield, CA 93311-1318; American, Bar, Gluten Free Options;4;171 reviews;+1 661-664-7750;https://www.tripadvisor.com//Restaurant_Review-g32037-d2467946-Reviews-Tahoe_Joe_s_Famous_Steakhouse-Bakersfield_California.html;Check The Website for a Menu;$$ - $$$;Bakersfield
Texas Roadhouse;845 N Columbia Center Blvd;Kennewick, WA 99336-7771; American, Steakhouse, Gluten Free Options;4;466 reviews;+1 509-783-1288;https://www.tripadvisor.com//Restaurant_Review-g58536-d2410666-Reviews-Texas_Roadhouse-Kennewick_Tri_Cities_Washington.html;http://www.texasroadhouse.com/menu;$$ - $$$;Kennewick
Pete's Grill;3914 Queens Blvd;Sunnyside, NY 11104-4306; American, Diner, Vegetarian Friendly;4.5;257 reviews;+1 718-937-2220;https://www.tripadvisor.com//Restaurant_Review-g48707-d1501740-Reviews-Pete_s_Grill-Sunnyside_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Sunnyside
Crave Kitchen and Bar;300 Cincinnati Ave;El Paso, TX 79902-3125; American, Bar, Vegetarian Friendly;4;483 reviews;+1 915-351-3677;https://www.tripadvisor.com//Restaurant_Review-g60768-d1078485-Reviews-Crave_Kitchen_and_Bar-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Thirsty Owl Wine Bar and Bistro;184 S Broadway;Saratoga Springs, NY 12866-4504; American, Wine Bar, Vegetarian Friendly;4.5;335 reviews;+1 518-587-9694;https://www.tripadvisor.com//Restaurant_Review-g48562-d4882945-Reviews-Thirsty_Owl_Wine_Bar_and_Bistro-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
